Name,Link,Speciality Title,Speciality Appointment,Designation,Qualification,link,hospital
Dr. Khoo Ching Soong,doctors/dr.-khoo-ching-soong,Internal Medicine and Neurology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=218&searchPhyAndSpec=Dr. Khoo Ching Soong&hcsType=Specialty,Consultant Internal Medicine Physician & Neurologist (Visiting),"MD (Russia), MRCP (UK), MRCPS (Glasgow), FRCP (Glasgow), FRCP (Edinburgh), CCST in Neurology (Malaysia), Fellow of the European Board of Neurology (FEBN), FRCP (Ireland), AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Khoo Shaw Woei,doctors/dr.-khoo-shaw-woei,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=821&searchPhyAndSpec=Dr. Khoo Shaw Woei&hcsType=Specialty,"Consultant Orthopedic, Trauma & Sports Surgeon","MBBS (UM), MS (Orthopedics) (UKM), CMIA (NIOSH)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Kulendran Sivapragasam,doctors/dr.-kulendran-sivapragasam,Urology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=282&searchPhyAndSpec=Dr. Kulendran Sivapragasam&hcsType=Specialty,Consultant Urologist,"MBBS (India), MS (General Surgery) (UKM), Fellowship in Urology (Australia), Board Certified Urologist (Malaysia), FRCS (Urology) (Glasgow), Fellowship in Urology (Australia), FMAS, AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Liew Wai Fong,doctors/dr.-liew-wai-fong,,,Consultant Radiologist,"B. Med. Sc (UKM), MD (UKM), M. Med. (Rad) (UKM), AM (Mal)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Loh Tze Liang,doctors/dr.-loh-tze-liang,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=3939&searchPhyAndSpec=Dr. Loh Tze Liang&hcsType=Specialty,"Consultant ENT, Head & Neck Surgeon (Visiting)","MD (USM), M ORL – HNS (UM), MRCS (ENT) (Edinburgh), Fellowship in Rhinology & Skull Base Surgery (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Loy Yuong Siang,doctors/dr.-loy-yuong-siang,,,Consultant Anesthesiologist,"MD (UKM), MMed (Anesthesiology) (UKM)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Mathan Raj A/L Nadarajan,doctors/dr.-mathan-raj-a~l-nadarajan,,,Consultant Radiologist,"MD (UKM), Doctor of Radiology (UKM), Special Interest in Musculoskeletal Radiology",/malaysia/hospitals/puchong/doctors,puchong
Dr. Megat Shiraz Megat Abd. Rahman,doctors/dr.-megat-shiraz-megat-abd.-rahman,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=804&searchPhyAndSpec=Dr. Megat Shiraz Megat Abd. Rahman&hcsType=Specialty,Consultant ENT Surgeon,"BMedSc (UKM), MD (UKM), MS (ORL-HNS) (UKM)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Mohamed Kamal Mohamed Hisa,doctors/dr.-mohamed-kamal-mohamed-hisa,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=801&searchPhyAndSpec=Dr. Mohamed Kamal Mohamed Hisa&hcsType=Specialty,Consultant Orthopedic Surgeon / Chief of Medical Services,"BMedSc (UKM), MD (UKM), MS (Orthopedics) (UKM), Fellowship in Joint Replacement Surgery (Swiss/UK), NIOSH (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Mohan Ramachandran,doctors/dr.-mohan-ramachandran,Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=150&searchPhyAndSpec=Dr. Mohan Ramachandran&hcsType=Specialty,Consultant Interventional Cardiologist,"MD (USM), MRCP (UK), Fellowship in Cardiology (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Mohd. Muzammil Abd. Razak,doctors/dr.-mohd.-muzammil-abd.-razak,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=344&searchPhyAndSpec=Dr. Mohd. Muzammil Abd. Razak&hcsType=Specialty,Consultant General Surgeon,"MBBS (UM), FRCS (Edinburgh)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Muhammad Bin Shahruddin,doctors/dr.-muhammad-bin-shahruddin,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=3096&searchPhyAndSpec=Dr. Muhammad Bin Shahruddin&hcsType=Specialty,Consultant Internal Medicine Physician,"Bachelor Of Medicine & Bachelor Of Surgery (MBBS), Doctor of Internal Medicine (UKM), CIMA (NIOSH)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Ng Chiew Yean,doctors/dr.-ng-chiew-yean,,,Consultant Radiologist,"MD (UKM), MMed (Radiology) (UKM), AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Ng Soon Pheng,doctors/dr.-ng-soon-pheng,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=515&searchPhyAndSpec=Dr. Ng Soon Pheng&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD (USM), MMed (Obs & Gyn) (UKM), Fellow Reproductive (Singapore)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Paisal Hussin,doctors/dr.-paisal-hussin,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=755&searchPhyAndSpec=Dr. Paisal Hussin&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (UM), M Orthopedic Surgery (UM)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Priya Sathish Chandran,doctors/dr.-priya-sathish-chandran,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=822&searchPhyAndSpec=Dr. Priya Sathish Chandran&hcsType=Specialty,Consultant Pediatrician,"MBBS (India), MRCPCH (UK), Diploma in Learning Disorders Management & Child Psychology (Singapore)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Raja Juhaidah Raja Abdullah,doctors/dr.-raja-juhaidah-raja-abdullah,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=803&searchPhyAndSpec=Dr. Raja Juhaidah Raja Abdullah&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD (USM), MMed (Obs & Gyn) (UKM)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Ramanesh Mageswaran,doctors/dr.-ramanesh-mageswaran,,,Consultant Anesthesiologist,"MBBS (India), MMed (Anesthesiology) (UKM), Fellowship in Neuroanaesthesia & Regional Anaesthesia (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Rawindar Singh Ranu,doctors/dr.-rawindar-singh-ranu,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=819&searchPhyAndSpec=Dr. Rawindar Singh Ranu&hcsType=Specialty,Consultant Ophthalmologist (Visiting),"MBBS (India), FRCS (Ophthalmology) (Edinburgh), AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Sathappan Subramanian,doctors/dr.-sathappan-subramanian,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=339&searchPhyAndSpec=Dr. Sathappan Subramanian&hcsType=Specialty,Consultant ENT Surgeon (Visiting),"MBBS (India), M ORL-HNS (UM), DLO (India), FICS",/malaysia/hospitals/puchong/doctors,puchong
Dr. Shaminidevi Thangavelu,doctors/dr.-shaminidevi-thangavelu,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=820&searchPhyAndSpec=Dr. Shaminidevi Thangavelu&hcsType=Specialty,Medical Officer,"MBBS (MMC), MAHE (India), MBBS (MMC), MAHE (India)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Silvam Sellapan,doctors/dr.-silvam-sellapan,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=517&searchPhyAndSpec=Dr. Silvam Sellapan&hcsType=Specialty,"Consultant Obstetrician and Gynecologist, Special Interest in Gyne-oncology","MBBS (UM), M Obs & Gyn (UM), RCOG/BSCCP (D/T) (UK), AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Sudhashini A/P Chandrasekaran,doctors/dr.-sudhashini-a~p-chandrasekaran,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=453879126532&searchPhyAndSpec=Dr. Sudhashini A%252FP Chandrasekaran&hcsType=Specialty,Consultant Ophthalmologist,"MBBCh BAO (Ireland), M Ophthalmology (UM), Fellowship in Glaucoma (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Tee Shwu Hoon,doctors/dr.-tee-shwu-hoon,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=316&searchPhyAndSpec=Dr. Tee Shwu Hoon&hcsType=Specialty,Consultant Dermatologist,"MBBS (IMU), Advanced Master in Dermatology (UKM), MRCP (UK)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Thiyagu A/L Rajagobal,doctors/dr.-thiyagu-a~l-rajagobal,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=824&searchPhyAndSpec=Dr. Thiyagu A%252FL Rajagobal&hcsType=Specialty,Chief Medical Officer,MBBS (AIMST),/malaysia/hospitals/puchong/doctors,puchong
Dr. Wong Wei Yin,doctors/dr.-wong-wei-yin,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=825&searchPhyAndSpec=Dr. Wong Wei Yin&hcsType=Specialty,Consultant Pediatrician,"MBBS (UM), MRCPCH (UK)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Yong Chun Woon,doctors/dr.-yong-chun-woon,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=805&searchPhyAndSpec=Dr. Yong Chun Woon&hcsType=Specialty,Consultant General Surgeon,"MBBS (India), MS (General Surgery) (UKM), AM (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dato Dr. Gun Suk Chyn,doctors/dato-dr.-gun-suk-chyn,Internal Medicine and Rheumatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=508781849992&searchPhyAndSpec=Dato Dr. Gun Suk Chyn&hcsType=Specialty,Consultant Internal Medicine Physician & Rheumatologist (Visiting),"MD(UKM), MRCP (UK), FRCP (UK), FAMM, FCoPM, FACR (USA)",/malaysia/hospitals/seremban/doctors,seremban
Dato' Dr. Ho Teik Kok,doctors/dato'-dr.-ho-teik-kok,General Surgery and Vascular Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3247&searchPhyAndSpec=Dato' Dr. Ho Teik Kok&hcsType=Specialty,Consultant General & Vascular Surgeon (Visiting),"MBBS (UM), MRCS ( Edinburgh), MRCS (England), Intercollegiate FRCS General & Vascular Surgery (UK), Certificate of Completion of Training (UK), PhD in Vascular Surgery (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. A. Pathma Rasa,doctors/dr.-a.-pathma-rasa,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=565&searchPhyAndSpec=Dr. A. Pathma Rasa&hcsType=Specialty,Consultant General Surgeon (Visiting),"MBBS (India), MS (General Surgery) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Abd Hamid Mat Sain,doctors/dr.-abd-hamid-mat-sain,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=570&searchPhyAndSpec=Dr. Abd Hamid Mat Sain&hcsType=Specialty,Consultant General Surgeon,"MBBS (Australia), MS (General Surgery) (UKM), FRCS (Edinburgh), FICS (USA), AM (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Andrew A/L Solamadan,doctors/dr.-andrew-a~l-solamadan,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=581&searchPhyAndSpec=Dr. Andrew A%252FL Solamadan&hcsType=Specialty,Chief Medical Officer,"B. Med. Sc (Hons), MD (Indonesia), FCGP(India), FIAMS (India)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Anthony Gilbert,doctors/dr.-anthony-gilbert,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=534&searchPhyAndSpec=Dr. Anthony Gilbert&hcsType=Specialty,Consultant ENT / Head & Neck Surgeon,"MBBS (India), MS (ORL - HNS) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Azaida Ali,doctors/dr.-azaida-ali,,,Consultant Radiologist,"MBBCh BAO (Ireland), MMed (Radiology) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Buveinthiran Balakrishnan,doctors/dr.-buveinthiran-balakrishnan,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=451179243280&searchPhyAndSpec=Dr. Buveinthiran Balakrishnan&hcsType=Specialty,Consultant General Surgeon,"MBBS (India), MS (General Surgery) (IIUM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Chan Chong Jin,doctors/dr.-chan-chong-jin,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=537&searchPhyAndSpec=Dr. Chan Chong Jin&hcsType=Specialty,Consultant General Surgeon,"MBBS (UM), FRCS (Edinburgh), FRCSI (Ireland), MS (General Surgery)(UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Chew Gim Bee,doctors/dr.-chew-gim-bee,General Practice and Occupational Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=582&searchPhyAndSpec=Dr. Chew Gim Bee&hcsType=Specialty,Medical Officer & Occupational Health Doctor,"MBBS (Bangladesh), OHD NIOSH (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Chin Fook Hin,doctors/dr.-chin-fook-hin,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=538&searchPhyAndSpec=Dr. Chin Fook Hin&hcsType=Specialty,Consultant Pediatrician,"MD (UKM), MRCPCH (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Chong Kai Chin,doctors/dr.-chong-kai-chin,,,Consultant Anesthesiologist,"MD (UNIMAS), M Anesthesiology (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Christopher Khoo Chee Han,doctors/dr.-christopher-khoo-chee-han,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=632&searchPhyAndSpec=Dr. Christopher Khoo Chee Han&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (IMU), M Orthopedic Surgery (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Davinderpal Singh,doctors/dr.-davinderpal-singh,,,Consultant Anesthesiologist,"MBBS (Chittagong), M Anesthesiology (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Gan Ee Leng,doctors/dr.-gan-ee-leng,Internal Medicine and Hematology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3966&searchPhyAndSpec=Dr. Gan Ee Leng&hcsType=Specialty,Consultant Internal Medicine Physician & Hematologist,"MBBS (UM), MRCP (UK), DRCPath (Hematology) (UK), Fellowship in Clinical Hematology (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Gan Wee Hin,doctors/dr.-gan-wee-hin,Internal Medicine and Nephrology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=543&searchPhyAndSpec=Dr. Gan Wee Hin&hcsType=Specialty,Consultant Internal Medicine Physician & Nephrologist (Visiting),"MBBS (India), MRCP (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Hana Maizuliana Binti Solehan,doctors/dr.-hana-maizuliana-binti-solehan,Internal Medicine and Neurology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=996&searchPhyAndSpec=Dr. Hana Maizuliana Binti Solehan&hcsType=Specialty,Consultant Internal Medicine Physician & Neurologist,"MBBS (IMU), MMed (Internal Medicine)(UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Hanumah Shamsuddin,doctors/dr.-hanumah-shamsuddin,,,Consultant Radiologist,"MBBS (UM), MMed (Radiology) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Jaideep Singh Sidhu,doctors/dr.-jaideep-singh-sidhu,Internal Medicine and Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=180&searchPhyAndSpec=Dr. Jaideep Singh Sidhu&hcsType=Specialty,Consultant Internal Medicine Physician & Interventional Cardiologist (Visiting),"MBBS (India), FAGE (India), MRCP (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Khoo Kong Beng,doctors/dr.-khoo-kong-beng,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=545&searchPhyAndSpec=Dr. Khoo Kong Beng&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (UM), MRCOG (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Lee Kok Fung,doctors/dr.-lee-kok-fung,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=622&searchPhyAndSpec=Dr. Lee Kok Fung&hcsType=Specialty,Consultant Pediatrician,"MD (USM), MRCPCH (UK), M Pediatrics (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Lee Ming,doctors/dr.-lee-ming,Urology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=546&searchPhyAndSpec=Dr. Lee Ming&hcsType=Specialty,Chief of Medical Services & Consultant Urologist,"MBBCh BAO (Ireland), LRCP & SI (Ireland), FRCS (Ireland), FRCS (Urology) (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Lim Seck Ee,doctors/dr.-lim-seck-ee,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=548&searchPhyAndSpec=Dr. Lim Seck Ee&hcsType=Specialty,Consultant Internal Medicine Physician (Visiting),"MBBS (UM), MRCP (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Low Weng Kong,doctors/dr.-low-weng-kong,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=465142139963&searchPhyAndSpec=Dr. Low Weng Kong&hcsType=Specialty,Consultant Orthopedic Surgeon,"MD (USM), M Orthopedic Surgery (UM), Fellowship in Advanced Musculoskeletal Trauma (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Manorekha A/P Supramani,doctors/dr.-manorekha-a~p-supramani,,,Consultant Radiologist,"MD (Indonesia), M Radiology (UM), Fellowship in Musculoskeletal (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Michael Dominic Bernatt,doctors/dr.-michael-dominic-bernatt,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=600&searchPhyAndSpec=Dr. Michael Dominic Bernatt&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (India), M Orthopedic Surgery (UM), CMIA (NIOSH), AM (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Mohanakumar Kalimuthu,doctors/dr.-mohanakumar-kalimuthu,Sports Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=490383432241&searchPhyAndSpec=Dr. Mohanakumar Kalimuthu&hcsType=Specialty,Consultant Sports Physician (Visiting),"MBBS (India), M Sport Medicine (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Najeeb Ahmad Safdar,doctors/dr.-najeeb-ahmad-safdar,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=573&searchPhyAndSpec=Dr. Najeeb Ahmad Safdar&hcsType=Specialty,Consultant Dermatologist (Visiting),"MBBS (Pakistan), MRCP (UK), FRCP (UK), Diploma Dermatology (Thailand)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Ng Boon Huat,doctors/dr.-ng-boon-huat,Oncology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3828&searchPhyAndSpec=Dr. Ng Boon Huat&hcsType=Specialty,Consultant Clinical Oncologist (Visiting),"MBBS (IMU), M Clinical Oncology (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Noram Binti Mat Saad,doctors/dr.-noram-binti-mat-saad,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3049&searchPhyAndSpec=Dr. Noram Binti Mat Saad&hcsType=Specialty,Consultant Ophthalmologist & Vitreoretinal Surgeon (Visiting),"MD (UKM), MMed.Ophth (UM), CCFT. Vitreoretinal Surgery (Malaysia), Fellowship in Vitreoretinal Surgery (Seoul, Korea)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Norintan Binti Zainal Shah,doctors/dr.-norintan-binti-zainal-shah,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=654&searchPhyAndSpec=Dr. Norintan Binti Zainal Shah&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBCh BAO (Ireland), LRCP & SI (Ireland), MMed (Obs & Gyn) (USM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Pang Mei Foong,doctors/dr.-pang-mei-foong,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=554&searchPhyAndSpec=Dr. Pang Mei Foong&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (UM), MRCOG (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Radhakrishna Sothiratnam,doctors/dr.-radhakrishna-sothiratnam,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=555&searchPhyAndSpec=Dr. Radhakrishna Sothiratnam&hcsType=Specialty,Consultant Internal Medicine Physician,"MBBS (India), MRCP (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Rahim Samat,doctors/dr.-rahim-samat,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=556&searchPhyAndSpec=Dr. Rahim Samat&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (UM), M Orthopedic Surgery (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Ruvini De Silva,doctors/dr.-ruvini-de-silva,,,Medical Officer,MBBS (China),/malaysia/hospitals/seremban/doctors,seremban
Dr. Sangeeta A/P Kuganasan,doctors/dr.-sangeeta-a~p-kuganasan,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=699&searchPhyAndSpec=Dr. Sangeeta A%252FP Kuganasan&hcsType=Specialty,Consultant Ophthalmologist (Visiting),"MBBS (IMU), M Ophthalmology (UM), Fellowship in Medical Retina (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Sathiadeva C. Sathiavan,doctors/dr.-sathiadeva-c.-sathiavan,,,Consultant Oral & Maxillofacial Surgeon (Visiting),"BDS (India), M Oral & Maxillofacial Surgery (UM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Sathya S. Anandarajah,doctors/dr.-sathya-s.-anandarajah,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=444353952838&searchPhyAndSpec=Dr. Sathya S. Anandarajah&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (India), MRCOG (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Sudarshan Krishnamurthi,doctors/dr.-sudarshan-krishnamurthi,Internal Medicine and Gastroenterology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=2668&searchPhyAndSpec=Dr. Sudarshan Krishnamurthi&hcsType=Specialty,Consultant Internal Medicine Physician & Gastroenterologist,"MBBCh BAO (Ireland), MRCP (UK), Fellowship in Gastroenterology & Hepatology (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Syed Farid Almufazal Bin Syed Salim,doctors/dr.-syed-farid-almufazal-bin-syed-salim,,,Consultant Emergency Physician & Head of Emergency Department,"MBBS (UK), MMed (Emergency Medicine) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Tan Han Loong,doctors/dr.-tan-han-loong,Internal Medicine and Respiratory Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=4822517789&searchPhyAndSpec=Dr. Tan Han Loong&hcsType=Specialty,Consultant Internal Medicine & Respiratory Physician (Visiting),"MD (UKM), MRCP (UK), Doctor of Internal Medicine (UKM), Fellowship in Respiratory Medicine (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Tan Kin Leong,doctors/dr.-tan-kin-leong,Internal Medicine and Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3741&searchPhyAndSpec=Dr. Tan Kin Leong&hcsType=Specialty,Consultant Internal Medicine Physician & Interventional Cardiologist,"MD (UPM), MRCP (UK), AM (Malaysia), FCPAMM (Cardiology), FAPSC (Asian Pacific), FRCP (Glasgow), FACC (USA)",/malaysia/hospitals/seremban/doctors,seremban
